Trading day,Product,MIBGAS Daily Price [EUR/MWh]
14/10/2021,GMAES,102
14/10/2021,GQES_Q+1,
14/10/2021,GYES_Y+1,43.85
13/10/2021,GDAES_D+1,92.65
13/10/2021,GMAES,95
13/10/2021,GQES_Q+1,
13/10/2021,GYES_Y+1,43.85
12/10/2021,GDAES_D+1,84.07
12/10/2021,GMAES,87
12/10/2021,GQES_Q+1,
12/10/2021,GYES_Y+1,43.85
11/10/2021,GDAES_D+1,83.02
11/10/2021,GMAES,89.9
11/10/2021,GQES_Q+1,
11/10/2021,GYES_Y+1,43.85
10/10/2021,GDAES_D+1,86
09/10/2021,GDAES_D+1,87.4
08/10/2021,GDAES_D+1,80.06
08/10/2021,GMAES,97.5
08/10/2021,GQES_Q+1,
08/10/2021,GYES_Y+1,43.85
07/10/2021,GDAES_D+1,98.47
07/10/2021,GMAES,101.5
07/10/2021,GQES_Q+1,
07/10/2021,GYES_Y+1,43.85
06/10/2021,GDAES_D+1,111.66
06/10/2021,GMAES,109
06/10/2021,GQES_Q+1,
06/10/2021,GYES_Y+1,43.85
05/10/2021,GDAES_D+1,113.77
05/10/2021,GMAES,109
05/10/2021,GQES_Q+1,
05/10/2021,GYES_Y+1,43.85
04/10/2021,GDAES_D+1,91.25
04/10/2021,GMAES,99.6
04/10/2021,GQES_Q+1,
04/10/2021,GYES_Y+1,43.85
03/10/2021,GDAES_D+1,77.7
02/10/2021,GDAES_D+1,74.81
01/10/2021,GDAES_D+1,88.5
01/10/2021,GMAES,98.5
01/10/2021,GQES_Q+1,
01/10/2021,GYES_Y+1,43.85
30/09/2021,GDAES_D+1,92.69
30/09/2021,GMAES,90
30/09/2021,GYES_Y+1,43.85
29/09/2021,GDAES_D+1,82.75
29/09/2021,GMAES,86.04
29/09/2021,GQES_Q+1,68.1
29/09/2021,GYES_Y+1,43.85
28/09/2021,GDAES_D+1,78.99
28/09/2021,GMAES,84.7
28/09/2021,GQES_Q+1,68.1
28/09/2021,GYES_Y+1,43.85
27/09/2021,GDAES_D+1,76.95
27/09/2021,GMAES,77.35
27/09/2021,GQES_Q+1,68.1
27/09/2021,GYES_Y+1,43.85
26/09/2021,GDAES_D+1,72.31
25/09/2021,GDAES_D+1,72.82
24/09/2021,GDAES_D+1,67.6
24/09/2021,GMAES,70.7
24/09/2021,GQES_Q+1,68.1
24/09/2021,GYES_Y+1,43.85
23/09/2021,GDAES_D+1,69.53
23/09/2021,GMAES,69.5
23/09/2021,GQES_Q+1,68.1
23/09/2021,GYES_Y+1,43.85
22/09/2021,GDAES_D+1,70.78
22/09/2021,GMAES,71.5
22/09/2021,GQES_Q+1,68.1
22/09/2021,GYES_Y+1,43.85
21/09/2021,GDAES_D+1,73.15
21/09/2021,GMAES,75.25
21/09/2021,GQES_Q+1,68.1
21/09/2021,GYES_Y+1,34.41
20/09/2021,GDAES_D+1,71.51
20/09/2021,GMAES,77.4
20/09/2021,GQES_Q+1,68.1
20/09/2021,GYES_Y+1,34.41
19/09/2021,GDAES_D+1,63.6
18/09/2021,GDAES_D+1,64.1
17/09/2021,GDAES_D+1,65.5
17/09/2021,GMAES,66.57
17/09/2021,GQES_Q+1,68.1
17/09/2021,GYES_Y+1,34.41
16/09/2021,GDAES_D+1,64.35
16/09/2021,GMAES,62.93
16/09/2021,GQES_Q+1,68.1
16/09/2021,GYES_Y+1,34.41
15/09/2021,GDAES_D+1,69.58
15/09/2021,GMAES,70.15
15/09/2021,GQES_Q+1,68.1
15/09/2021,GYES_Y+1,34.41
14/09/2021,GDAES_D+1,69.25
14/09/2021,GMAES,67.5
14/09/2021,GQES_Q+1,68.1
14/09/2021,GYES_Y+1,34.41
13/09/2021,GDAES_D+1,63.72
13/09/2021,GMAES,62.96
13/09/2021,GQES_Q+1,64.15
13/09/2021,GYES_Y+1,34.41
12/09/2021,GDAES_D+1,61.45
11/09/2021,GDAES_D+1,60
10/09/2021,GDAES_D+1,58.79
10/09/2021,GMAES,59.38
10/09/2021,GQES_Q+1,51.45
10/09/2021,GYES_Y+1,34.41
09/09/2021,GDAES_D+1,59.32
09/09/2021,GMAES,58.75
09/09/2021,GQES_Q+1,51.45
09/09/2021,GYES_Y+1,34.41
08/09/2021,GDAES_D+1,57.98
08/09/2021,GMAES,56.9
08/09/2021,GQES_Q+1,51.45
08/09/2021,GYES_Y+1,34.41
07/09/2021,GDAES_D+1,54.82
07/09/2021,GMAES,54.9
07/09/2021,GQES_Q+1,51.45
07/09/2021,GYES_Y+1,34.41
06/09/2021,GDAES_D+1,53.77
06/09/2021,GMAES,54.3
06/09/2021,GQES_Q+1,51.45
06/09/2021,GYES_Y+1,34.41
05/09/2021,GDAES_D+1,53.1
04/09/2021,GDAES_D+1,51.11
03/09/2021,GDAES_D+1,52.11
03/09/2021,GMAES,53.85
03/09/2021,GQES_Q+1,51.45
03/09/2021,GYES_Y+1,34.41
02/09/2021,GDAES_D+1,53.18
02/09/2021,GMAES,53.15
02/09/2021,GQES_Q+1,51.45
02/09/2021,GYES_Y+1,34.41
01/09/2021,GDAES_D+1,52.33
01/09/2021,GMAES,52.25
01/09/2021,GQES_Q+1,51.45
01/09/2021,GYES_Y+1,34.25
31/08/2021,GDAES_D+1,51.98
31/08/2021,GMAES,50.85
31/08/2021,GQES_Q+1,52.35
31/08/2021,GYES_Y+1,34.73
30/08/2021,GDAES_D+1,51.17
30/08/2021,GMAES,49.95
30/08/2021,GQES_Q+1,47.45
30/08/2021,GYES_Y+1,32.95
29/08/2021,GDAES_D+1,50.2
28/08/2021,GDAES_D+1,46.13
27/08/2021,GDAES_D+1,46
27/08/2021,GMAES,48.1
27/08/2021,GQES_Q+1,47.45
27/08/2021,GYES_Y+1,32.95
26/08/2021,GDAES_D+1,47.19
26/08/2021,GMAES,46.7
26/08/2021,GQES_Q+1,47.45
26/08/2021,GYES_Y+1,32.95
25/08/2021,GDAES_D+1,47.18
25/08/2021,GMAES,45.78
25/08/2021,GQES_Q+1,47.3
25/08/2021,GYES_Y+1,32.83
24/08/2021,GDAES_D+1,44.78
24/08/2021,GMAES,46.48
24/08/2021,GQES_Q+1,47
24/08/2021,GYES_Y+1,32.93
23/08/2021,GDAES_D+1,42
23/08/2021,GMAES,42.88
23/08/2021,GQES_Q+1,48.2
23/08/2021,GYES_Y+1,31.59
22/08/2021,GDAES_D+1,41.88
21/08/2021,GDAES_D+1,41.37
20/08/2021,GDAES_D+1,42.47
20/08/2021,GMAES,42.45
20/08/2021,GQES_Q+1,48.2
20/08/2021,GYES_Y+1,34.03
19/08/2021,GDAES_D+1,42.09
19/08/2021,GMAES,42.1
19/08/2021,GQES_Q+1,48.2
19/08/2021,GYES_Y+1,34.03
18/08/2021,GDAES_D+1,44.75
18/08/2021,GMAES,46.6
18/08/2021,GQES_Q+1,48.2
18/08/2021,GYES_Y+1,34.03
17/08/2021,GDAES_D+1,47.08
17/08/2021,GMAES,47.56
17/08/2021,GQES_Q+1,48.2
17/08/2021,GYES_Y+1,34.03
16/08/2021,GDAES_D+1,47.63
16/08/2021,GMAES,48.58
16/08/2021,GQES_Q+1,49.45
16/08/2021,GYES_Y+1,33.2
15/08/2021,GDAES_D+1,45.45
14/08/2021,GDAES_D+1,47.84
13/08/2021,GDAES_D+1,45.03
13/08/2021,GMAES,45.65
13/08/2021,GQES_Q+1,46.4
13/08/2021,GYES_Y+1,33.2
12/08/2021,GDAES_D+1,46.08
12/08/2021,GMAES,46.65
12/08/2021,GQES_Q+1,47.4
12/08/2021,GYES_Y+1,33.2
11/08/2021,GDAES_D+1,46.37
11/08/2021,GMAES,46.99
11/08/2021,GQES_Q+1,47.95
11/08/2021,GYES_Y+1,33.18
10/08/2021,GDAES_D+1,44.54
10/08/2021,GMAES,45.25
10/08/2021,GQES_Q+1,45.93
10/08/2021,GYES_Y+1,32.03
09/08/2021,GDAES_D+1,42.79
09/08/2021,GMAES,44.08
09/08/2021,GQES_Q+1,44.75
09/08/2021,GYES_Y+1,31.13
08/08/2021,GDAES_D+1,43.3
07/08/2021,GDAES_D+1,43.75
06/08/2021,GDAES_D+1,42.17
06/08/2021,GMAES,44
06/08/2021,GQES_Q+1,44.3
06/08/2021,GYES_Y+1,30.48
05/08/2021,GDAES_D+1,42.31
05/08/2021,GMAES,43.32
05/08/2021,GQES_Q+1,44.3
05/08/2021,GYES_Y+1,30.48
04/08/2021,GDAES_D+1,41.76
04/08/2021,GMAES,43.13
04/08/2021,GQES_Q+1,43.3
04/08/2021,GYES_Y+1,29.38
03/08/2021,GDAES_D+1,41.77
03/08/2021,GMAES,42.5
03/08/2021,GQES_Q+1,42.7
03/08/2021,GYES_Y+1,28.58
02/08/2021,GDAES_D+1,41.77
02/08/2021,GMAES,43.13
02/08/2021,GQES_Q+1,43.1
02/08/2021,GYES_Y+1,28.63
01/08/2021,GDAES_D+1,41.27
31/07/2021,GDAES_D+1,39.4
30/07/2021,GDAES_D+1,39.62
30/07/2021,GMAES,40.98
30/07/2021,GQES_Q+1,42.05
30/07/2021,GYES_Y+1,28.38
29/07/2021,GDAES_D+1,40.4
29/07/2021,GMAES,42
29/07/2021,GQES_Q+1,42.4
29/07/2021,GYES_Y+1,28.28
28/07/2021,GDAES_D+1,39.12
28/07/2021,GMAES,40
28/07/2021,GQES_Q+1,40.15
28/07/2021,GYES_Y+1,26.83
27/07/2021,GDAES_D+1,37.84
27/07/2021,GMAES,37.98
27/07/2021,GQES_Q+1,38.45
27/07/2021,GYES_Y+1,26.83
26/07/2021,GDAES_D+1,37.96
26/07/2021,GMAES,37.35
26/07/2021,GQES_Q+1,38.45
26/07/2021,GYES_Y+1,26.83
25/07/2021,GDAES_D+1,38.85
24/07/2021,GDAES_D+1,35.92
23/07/2021,GDAES_D+1,34.87
23/07/2021,GMAES,35.8
23/07/2021,GQES_Q+1,36.9
23/07/2021,GYES_Y+1,26.28
22/07/2021,GDAES_D+1,36.88
22/07/2021,GMAES,36.43
22/07/2021,GQES_Q+1,37.25
22/07/2021,GYES_Y+1,26.13
21/07/2021,GDAES_D+1,37.28
21/07/2021,GMAES,36.3
21/07/2021,GQES_Q+1,37.3
21/07/2021,GYES_Y+1,26.28
20/07/2021,GDAES_D+1,37.48
20/07/2021,GMAES,35.52
20/07/2021,GQES_Q+1,36.85
20/07/2021,GYES_Y+1,25.93
19/07/2021,GDAES_D+1,37.57
19/07/2021,GMAES,36.31
19/07/2021,GQES_Q+1,37.35
19/07/2021,GYES_Y+1,26.28
18/07/2021,GDAES_D+1,36.23
17/07/2021,GDAES_D+1,35.2
16/07/2021,GDAES_D+1,34.25
16/07/2021,GMAES,35.36
16/07/2021,GQES_Q+1,35.15
16/07/2021,GYES_Y+1,25.78
15/07/2021,GDAES_D+1,33.8
15/07/2021,GMAES,34.41
15/07/2021,GQES_Q+1,35.15
15/07/2021,GYES_Y+1,25.78
14/07/2021,GDAES_D+1,33.8
14/07/2021,GMAES,34.5
14/07/2021,GQES_Q+1,35.55
14/07/2021,GYES_Y+1,26.23
13/07/2021,GDAES_D+1,35.09
13/07/2021,GMAES,35.78
13/07/2021,GQES_Q+1,36.8
13/07/2021,GYES_Y+1,26.63
12/07/2021,GDAES_D+1,34.95
12/07/2021,GMAES,35.3
12/07/2021,GQES_Q+1,36.15
12/07/2021,GYES_Y+1,26.43
11/07/2021,GDAES_D+1,37
10/07/2021,GDAES_D+1,36.53
09/07/2021,GDAES_D+1,35.63
09/07/2021,GMAES,37.7
09/07/2021,GQES_Q+1,37.9
09/07/2021,GYES_Y+1,27.35
08/07/2021,GDAES_D+1,34.8
08/07/2021,GMAES,34.35
08/07/2021,GQES_Q+1,39.02
08/07/2021,GYES_Y+1,26
07/07/2021,GDAES_D+1,35.33
07/07/2021,GMAES,35.55
07/07/2021,GQES_Q+1,39.02
07/07/2021,GYES_Y+1,26.6
06/07/2021,GDAES_D+1,35.65
06/07/2021,GMAES,34.5
06/07/2021,GQES_Q+1,39.02
06/07/2021,GYES_Y+1,27.43
05/07/2021,GDAES_D+1,36.51
05/07/2021,GMAES,38.73
05/07/2021,GQES_Q+1,39.02
05/07/2021,GYES_Y+1,27.43
04/07/2021,GDAES_D+1,37.04
03/07/2021,GDAES_D+1,34
02/07/2021,GDAES_D+1,35.74
02/07/2021,GMAES,36.88
02/07/2021,GQES_Q+1,36.9
02/07/2021,GYES_Y+1,26.73
01/07/2021,GDAES_D+1,38.58
01/07/2021,GMAES,36.8
01/07/2021,GQES_Q+1,37.25
01/07/2021,GYES_Y+1,27.1
30/06/2021,GDAES_D+1,35
30/06/2021,GMAES,35.4
30/06/2021,GYES_Y+1,26.23
29/06/2021,GDAES_D+1,33.33
29/06/2021,GMAES,33.99
29/06/2021,GQES_Q+1,34
29/06/2021,GYES_Y+1,25.8
28/06/2021,GDAES_D+1,32.05
28/06/2021,GMAES,33.15
28/06/2021,GQES_Q+1,32.85
28/06/2021,GYES_Y+1,25.08
27/06/2021,GDAES_D+1,31.85
26/06/2021,GDAES_D+1,31.92
25/06/2021,GDAES_D+1,31.1
25/06/2021,GMAES,32.68
25/06/2021,GQES_Q+1,32.7
25/06/2021,GYES_Y+1,25.18
24/06/2021,GDAES_D+1,31.26
24/06/2021,GMAES,32.55
24/06/2021,GQES_Q+1,32.5
24/06/2021,GYES_Y+1,24.9
23/06/2021,GDAES_D+1,31.36
23/06/2021,GMAES,32.13
23/06/2021,GQES_Q+1,32.1
23/06/2021,GYES_Y+1,24.63
22/06/2021,GDAES_D+1,30.41
22/06/2021,GMAES,31.22
22/06/2021,GQES_Q+1,31.2
22/06/2021,GYES_Y+1,24.05
21/06/2021,GDAES_D+1,29.41
21/06/2021,GMAES,30.3
21/06/2021,GQES_Q+1,30.35
21/06/2021,GYES_Y+1,23.53
20/06/2021,GDAES_D+1,29.81
19/06/2021,GDAES_D+1,27.94
18/06/2021,GDAES_D+1,28.52
18/06/2021,GMAES,30.15
18/06/2021,GQES_Q+1,30.25
18/06/2021,GYES_Y+1,23.53
17/06/2021,GDAES_D+1,28.98
17/06/2021,GMAES,29.53
17/06/2021,GQES_Q+1,29.5
17/06/2021,GYES_Y+1,22.93
16/06/2021,GDAES_D+1,29.11
16/06/2021,GMAES,28.95
16/06/2021,GQES_Q+1,29.2
16/06/2021,GYES_Y+1,22.68
15/06/2021,GDAES_D+1,28.8
15/06/2021,GMAES,28.95
15/06/2021,GQES_Q+1,29
15/06/2021,GYES_Y+1,22.73
14/06/2021,GDAES_D+1,29.16
14/06/2021,GMAES,29.5
14/06/2021,GQES_Q+1,29.6
14/06/2021,GYES_Y+1,23.13
13/06/2021,GDAES_D+1,28.75
12/06/2021,GDAES_D+1,27
11/06/2021,GDAES_D+1,26.99
11/06/2021,GMAES,28.85
11/06/2021,GQES_Q+1,29.34
11/06/2021,GYES_Y+1,22.98
10/06/2021,GDAES_D+1,27.9
10/06/2021,GMAES,28.48
10/06/2021,GQES_Q+1,29.34
10/06/2021,GYES_Y+1,22.98
09/06/2021,GDAES_D+1,28.01
09/06/2021,GMAES,29.05
09/06/2021,GQES_Q+1,28.98
09/06/2021,GYES_Y+1,22.88
08/06/2021,GDAES_D+1,27.64
08/06/2021,GMAES,28.5
08/06/2021,GQES_Q+1,28.55
08/06/2021,GYES_Y+1,22.53
07/06/2021,GDAES_D+1,26.42
07/06/2021,GMAES,27.42
07/06/2021,GQES_Q+1,27.45
07/06/2021,GYES_Y+1,22.18
06/06/2021,GDAES_D+1,26.35
05/06/2021,GDAES_D+1,25.57
04/06/2021,GDAES_D+1,25.4
04/06/2021,GMAES,26.63
04/06/2021,GQES_Q+1,26.53
04/06/2021,GYES_Y+1,21.73
03/06/2021,GDAES_D+1,24.93
03/06/2021,GMAES,26.53
03/06/2021,GQES_Q+1,26.53
03/06/2021,GYES_Y+1,21.63
02/06/2021,GDAES_D+1,25.63
02/06/2021,GMAES,26.4
02/06/2021,GQES_Q+1,26.28
02/06/2021,GYES_Y+1,21.53
01/06/2021,GDAES_D+1,26.3
01/06/2021,GMAES,26.73
01/06/2021,GQES_Q+1,26.5
01/06/2021,GYES_Y+1,21.98
31/05/2021,GDAES_D+1,26.08
31/05/2021,GMAES,25.85
31/05/2021,GQES_Q+1,25.55
31/05/2021,GYES_Y+1,21.68
30/05/2021,GDAES_D+1,27.1
29/05/2021,GDAES_D+1,24.37
28/05/2021,GDAES_D+1,24.83
28/05/2021,GMAES,25.45
28/05/2021,GQES_Q+1,25.55
28/05/2021,GYES_Y+1,21.68
27/05/2021,GDAES_D+1,26.69
27/05/2021,GMAES,25.35
27/05/2021,GQES_Q+1,25.55
27/05/2021,GYES_Y+1,21.68
26/05/2021,GDAES_D+1,26.3
26/05/2021,GMAES,26
26/05/2021,GQES_Q+1,26.65
26/05/2021,GYES_Y+1,22.33
25/05/2021,GDAES_D+1,25.71
25/05/2021,GMAES,26.24
25/05/2021,GQES_Q+1,25.94
25/05/2021,GYES_Y+1,22.28
24/05/2021,GDAES_D+1,24
24/05/2021,GMAES,24.45
24/05/2021,GQES_Q+1,24.85
24/05/2021,GYES_Y+1,21.53
23/05/2021,GDAES_D+1,24.4
22/05/2021,GDAES_D+1,24.96
21/05/2021,GDAES_D+1,24.6
21/05/2021,GMAES,24.65
21/05/2021,GQES_Q+1,25.05
21/05/2021,GYES_Y+1,21.98
20/05/2021,GDAES_D+1,23.49
20/05/2021,GMAES,24.43
20/05/2021,GQES_Q+1,25.05
20/05/2021,GYES_Y+1,21.98
19/05/2021,GDAES_D+1,22.81
19/05/2021,GMAES,22.81
19/05/2021,GQES_Q+1,23.25
19/05/2021,GYES_Y+1,21.98
18/05/2021,GDAES_D+1,24.73
18/05/2021,GMAES,24.98
18/05/2021,GQES_Q+1,25.4
18/05/2021,GYES_Y+1,21.98
17/05/2021,GDAES_D+1,25.69
17/05/2021,GMAES,26.2
17/05/2021,GQES_Q+1,26.75
17/05/2021,GYES_Y+1,22.88
16/05/2021,GDAES_D+1,26.51
15/05/2021,GDAES_D+1,24.96
14/05/2021,GDAES_D+1,25.33
14/05/2021,GMAES,26.75
14/05/2021,GQES_Q+1,26.75
14/05/2021,GYES_Y+1,22.93
13/05/2021,GDAES_D+1,24.53
13/05/2021,GMAES,26.53
13/05/2021,GQES_Q+1,26.75
13/05/2021,GYES_Y+1,22.93
12/05/2021,GDAES_D+1,25.25
12/05/2021,GMAES,26.43
12/05/2021,GQES_Q+1,26.85
12/05/2021,GYES_Y+1,23.28
11/05/2021,GDAES_D+1,25.33
11/05/2021,GMAES,26.22
