datetime,Demanda,Solar,Eolica,Precio
2021-01-03T20:00:00+01:00,33486.5,23,8058.83333333333,68.8
2021-01-03T21:00:00+01:00,33615.5,23,8312.5,67.62
2021-01-03T22:00:00+01:00,32001.1666666667,22.66666666667,7893.16666666667,59.09
2021-01-03T23:00:00+01:00,29153,21.83333333333,6855,56.21
2021-01-04T00:00:00+01:00,26228.5,9.66666666667,6254.83333333333,55.87
2021-01-04T01:00:00+01:00,23798.1666666667,7,6140.66666666667,53.01
2021-01-04T02:00:00+01:00,22485.1666666667,7,6249.33333333333,49.63
2021-01-04T03:00:00+01:00,21740.3333333333,7,6079,47.6
2021-01-04T04:00:00+01:00,21628.1666666667,7,5946.16666666667,47.75
2021-01-04T05:00:00+01:00,22227,7,5881,50.67
2021-01-04T06:00:00+01:00,24577.8333333333,10.33333333333,5790.83333333333,61.07
2021-01-04T07:00:00+01:00,28138.1666666667,13.16666666667,5745,66.56
2021-01-04T08:00:00+01:00,31517.5,44.16666666667,5598.16666666667,71.46
2021-01-04T09:00:00+01:00,34573.8333333333,1054.83333333333,5275.16666666667,75.79
2021-01-04T10:00:00+01:00,36256.6666666667,2932.66666666667,4846.16666666667,74.87
2021-01-04T11:00:00+01:00,36551.6666666667,3958.5,5068.66666666667,72.78
2021-01-04T12:00:00+01:00,36281,4335.5,5659.16666666667,72.36
2021-01-04T13:00:00+01:00,36683.8333333333,4397.83333333333,5964,70.91
2021-01-04T14:00:00+01:00,36408,4158.83333333333,6074.5,68.86
2021-01-04T15:00:00+01:00,35441.1666666667,3483.5,6095.83333333333,69.26
2021-01-04T16:00:00+01:00,34857.6666666667,2374.66666666667,5604.83333333333,70.71
2021-01-04T17:00:00+01:00,35008.1666666667,874,4629.5,75.25
2021-01-04T18:00:00+01:00,36409,146,4280.16666666667,83.81
2021-01-04T19:00:00+01:00,37223.6666666667,56.83333333333,4847.16666666667,84.87
2021-01-04T20:00:00+01:00,37962,52.5,5089.83333333333,81.5
2021-01-04T21:00:00+01:00,37656.8333333333,53,5187.5,76.64
2021-01-04T22:00:00+01:00,35167.1666666667,46,5096,68.37
2021-01-04T23:00:00+01:00,31829.3333333333,37.33333333333,4816.66666666667,66.89
2021-01-05T00:00:00+01:00,28742,37.66666666667,4454.16666666667,69.11
2021-01-05T01:00:00+01:00,26192.3333333333,37.83333333333,4132.33333333333,62.51
2021-01-05T02:00:00+01:00,24581.3333333333,37.66666666667,4164.16666666667,57.5
2021-01-05T03:00:00+01:00,23859,37.33333333333,4260.16666666667,56.85
2021-01-05T04:00:00+01:00,23611.8333333333,36.83333333333,4059.5,56.04
2021-01-05T05:00:00+01:00,24143.3333333333,37.16666666667,3751.33333333333,57.62
2021-01-05T06:00:00+01:00,26288.8333333333,37,3658.16666666667,64.4
2021-01-05T07:00:00+01:00,29646.1666666667,37.33333333333,3479,71.59
2021-01-05T08:00:00+01:00,32719,52.16666666667,3211.66666666667,77.28
2021-01-05T09:00:00+01:00,35601.3333333333,780.5,2917.66666666667,83.39
2021-01-05T10:00:00+01:00,37131.8333333333,2728.16666666667,2362,81.96
2021-01-05T11:00:00+01:00,37238.1666666667,3934.5,2133.16666666667,80.77
2021-01-05T12:00:00+01:00,36756,4710.33333333333,2077,79.4
2021-01-05T13:00:00+01:00,36786.8333333333,5000,2335,79.42
2021-01-05T14:00:00+01:00,36299.5,4837.83333333333,2454.66666666667,76.2
2021-01-05T15:00:00+01:00,35319.8333333333,4159.5,2403.83333333333,74.96
2021-01-05T16:00:00+01:00,34883.5,3003.83333333333,2371.66666666667,76.83
2021-01-05T17:00:00+01:00,34835,1178.83333333333,2263.83333333333,78.42
2021-01-05T18:00:00+01:00,35970,378.83333333333,2254,91.06
2021-01-05T19:00:00+01:00,36463.3333333333,129.16666666667,2505.33333333333,90.67
2021-01-05T20:00:00+01:00,36589,43.66666666667,2734,86.92
2021-01-05T21:00:00+01:00,36095.3333333333,44,3010.33333333333,86.14
2021-01-05T22:00:00+01:00,33814,44.16666666667,3083.33333333333,80.55
2021-01-05T23:00:00+01:00,31053.8333333333,45,3091.83333333333,76
2021-01-06T00:00:00+01:00,28300,45.83333333333,3077.83333333333,72.98
2021-01-06T01:00:00+01:00,25498.1666666667,45.83333333333,3090.16666666667,73.99
2021-01-06T02:00:00+01:00,23676.6666666667,45.5,3121.16666666667,65.68
2021-01-06T03:00:00+01:00,22775.5,44.83333333333,2920.83333333333,61.64
2021-01-06T04:00:00+01:00,22376.3333333333,45,2755,61.81
2021-01-06T05:00:00+01:00,22321,45.16666666667,2637.16666666667,59.45
2021-01-06T06:00:00+01:00,22611.8333333333,44.5,2433.66666666667,61.35
2021-01-06T07:00:00+01:00,23627.8333333333,44.16666666667,2247,80.59
2021-01-06T08:00:00+01:00,24345.5,67.33333333333,2236.33333333333,78.92
2021-01-06T09:00:00+01:00,26802.6666666667,859.83333333333,2171.66666666667,83
2021-01-06T10:00:00+01:00,29261.6666666667,2465.33333333333,2021.66666666667,85.04
2021-01-06T11:00:00+01:00,30441,3641.33333333333,2118.16666666667,85.47
2021-01-06T12:00:00+01:00,30104.3333333333,4115.66666666667,2270.83333333333,85.04
2021-01-06T13:00:00+01:00,30471,4228,2500.83333333333,79.23
2021-01-06T14:00:00+01:00,30469.1666666667,4214.16666666667,2694,78.48
2021-01-06T15:00:00+01:00,29197.3333333333,3152.83333333333,2748.5,76.72
2021-01-06T16:00:00+01:00,28550.5,1656,2797,81.15
2021-01-06T17:00:00+01:00,28668.5,367,2822.33333333333,87.76
2021-01-06T18:00:00+01:00,30625.5,44.16666666667,3232.5,108.7
2021-01-06T19:00:00+01:00,31850.1666666667,37.5,3298.33333333333,105.71
2021-01-06T20:00:00+01:00,32969.8333333333,38,3788,93.85
2021-01-06T21:00:00+01:00,33504.3333333333,37.83333333333,4110.83333333333,83.07
2021-01-06T22:00:00+01:00,32593.8333333333,37.83333333333,4408,79.5
2021-01-06T23:00:00+01:00,29995.8333333333,38.16666666667,4404.16666666667,73.78
2021-01-07T00:00:00+01:00,27314.5,38.33333333333,4367.83333333333,84.29
2021-01-07T01:00:00+01:00,24993,37.66666666667,4422.33333333333,76.15
2021-01-07T02:00:00+01:00,23548.1666666667,37,4385.5,73.69
2021-01-07T03:00:00+01:00,22988.3333333333,37.16666666667,4213.33333333333,68.3
2021-01-07T04:00:00+01:00,22957,37.66666666667,4058.66666666667,67.07
2021-01-07T05:00:00+01:00,23642.8333333333,37.83333333333,3960.83333333333,69.84
2021-01-07T06:00:00+01:00,26329.6666666667,37.16666666667,4043,73.88
2021-01-07T07:00:00+01:00,30380,36.33333333333,4191.83333333333,94.38
2021-01-07T08:00:00+01:00,33956.6666666667,40.33333333333,4299.33333333333,108.37
2021-01-07T09:00:00+01:00,36948.5,193,4394.16666666667,118.17
2021-01-07T10:00:00+01:00,39160.5,591.66666666667,4079.83333333333,112.05
2021-01-07T11:00:00+01:00,40186.3333333333,1047.33333333333,3507.66666666667,112.14
2021-01-07T12:00:00+01:00,40656.1666666667,1421.83333333333,3174.66666666667,113.38
2021-01-07T13:00:00+01:00,41206.5,1558.16666666667,2860.66666666667,114.11
2021-01-07T14:00:00+01:00,40711.1666666667,1505.66666666667,2739,116.57
2021-01-07T15:00:00+01:00,39432.3333333333,1269.66666666667,2710,119.35
2021-01-07T16:00:00+01:00,38696,937.33333333333,2812.66666666667,117.5
2021-01-07T17:00:00+01:00,38685.3333333333,282.5,3123.33333333333,117.74
2021-01-07T18:00:00+01:00,39546.6666666667,57.33333333333,3879.83333333333,133.27
2021-01-07T19:00:00+01:00,40009,50,4801.66666666667,126.47
2021-01-07T20:00:00+01:00,40246.3333333333,50.66666666667,5449.66666666667,118.59
2021-01-07T21:00:00+01:00,39374.6666666667,51,5977.5,119.3
2021-01-07T22:00:00+01:00,36354.1666666667,51.33333333333,6466.5,113.59
2021-01-07T23:00:00+01:00,32714.3333333333,51.5,6413.5,101.15
2021-01-08T00:00:00+01:00,29754,51.33333333333,6542,103.25
2021-01-08T01:00:00+01:00,27220,51.66666666667,7231.33333333333,88.01
2021-01-08T02:00:00+01:00,25781.3333333333,51.33333333333,8012.16666666667,76.02
2021-01-08T03:00:00+01:00,25141,52,8574.16666666667,71.46
2021-01-08T04:00:00+01:00,24888,52.16666666667,8718.33333333333,67.68
2021-01-08T05:00:00+01:00,25400.6666666667,52,8857,68.39
2021-01-08T06:00:00+01:00,27799.8333333333,51.16666666667,9223.83333333333,78.85
2021-01-08T07:00:00+01:00,31828,50,9814.16666666667,93.58
2021-01-08T08:00:00+01:00,35355.5,55.83333333333,10003.6666666667,111.74
2021-01-08T09:00:00+01:00,38131,222.33333333333,10057,119.18
2021-01-08T10:00:00+01:00,40220.3333333334,662.83333333333,9818.16666666667,117.14
2021-01-08T11:00:00+01:00,41324.3333333333,958.16666666667,9562.33333333333,118.6
