;FEATURES;TRAIN DATE;TEST DATE;MODEL;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY;NORMALIZATION;TRAINING_TIME;TEST_TIME;mape;mae
341;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;48;zscore;128.72426915168762;0.0445504188537597;37.60948963209969;47.76030136465666
342;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;72;zscore;177.96033453941345;0.0549666881561279;36.72116353433281;47.54502473555378
343;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;168;zscore;384.0026476383209;0.055826187133789;40.47387243534406;50.30428985689969
344;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;270.86258149147034;0.0193002223968505;31.406991708995545;42.74238779865124
345;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;444.2781002521515;0.0267939567565917;31.913137448839635;42.50243105919258
346;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;616.4692368507385;0.0321004390716552;30.772252975720768;41.79510046431866
347;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;1286.3854417800903;0.0296316146850585;33.82302058573522;43.95737361225535
348;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;24;zscore;9.25702428817749;0.2776205539703369;84.17560528561971;48.5051171948496
349;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;48;zscore;10.200806140899658;0.4077937602996826;91.14237445135724;52.33766458111862
350;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;72;zscore;12.51275634765625;0.3411803245544433;94.65659513196375;52.62233675840584
351;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;168;zscore;19.905839204788208;0.4093148708343506;114.4213925607006;56.17406606902757
352;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;24;zscore;23.447287797927856;0.0548348426818847;93.5533073184208;49.61905908754118
353;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;48;zscore;39.95405459403992;0.043978214263916;97.48236420383532;51.51846316718879
354;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;72;zscore;57.44384574890137;0.054232120513916;101.50152762408236;51.82429142594796
355;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;168;zscore;126.13788652420044;0.0450136661529541;120.4080787104631;54.79793976740161
356;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;106.4427740573883;0.0211758613586425;99.97588313401188;56.42806599985016
357;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;169.113183259964;0.0220372676849365;101.35373053649634;56.24317353326025
358;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;237.548445224762;0.0213775634765625;104.02813212740216;56.64314731170719
359;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;506.5380997657776;0.02335786819458;139.60853042541038;63.557703584705095
360;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;24;zscore;11.807111740112305;0.4067435264587402;114.74471857933004;63.82354368133209
361;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;48;zscore;13.517263174057009;0.4278473854064941;111.0339581298581;61.53371228507728
362;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;72;zscore;17.336812019348145;0.4330201148986816;110.41466147615152;59.86155069665563
363;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;168;zscore;30.79521155357361;0.4945652484893799;118.91703121391232;59.01189287223978
364;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;24;zscore;39.6410231590271;0.0544555187225341;138.539683749085;74.78004596360226
365;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;48;zscore;72.41891622543335;0.0446412563323974;143.73311128172153;77.00605379128095
366;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;72;zscore;103.23035335540771;0.0442101955413818;148.5737591579352;77.08408087461507
367;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;168;zscore;224.893399477005;0.0547935962677001;166.4732383922211;81.25620040790498
368;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;165.86877727508545;0.0209448337554931;109.63477770154148;65.3547607246269
369;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;279.2470409870148;0.0225815773010253;101.7510241680675;59.0854043336523
370;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;396.1725013256073;0.0211734771728515;98.55606886074862;53.52860964662801
371;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;862.5943822860718;0.0290157794952392;115.37370849740095;57.88081218030816
372;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;24;zscore;15.982072353363035;0.4444711208343506;109.75010910911864;64.91529036305577
373;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;48;zscore;19.94772434234619;0.4380602836608886;106.79612609330498;62.635906089287424
374;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;72;zscore;26.39373350143433;0.4122214317321777;105.31792790350356;58.46956633175359
375;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;168;zscore;49.561482667922974;0.4088449478149414;115.2837984418102;60.35308043916459
376;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;24;zscore;78.77616429328918;0.0441551208496093;144.8651277411578;86.96427056310402
377;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;48;zscore;128.23660445213318;0.0546228885650634;155.86086632483511;89.16355860507524
378;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;72;zscore;177.9689757823944;0.0553514957427978;160.57948617890028;90.31307161311122
379;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;168;zscore;379.7490584850311;0.0460395812988281;172.4488502608912;93.29508656176216
380;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;274.2438716888428;0.0238797664642334;96.73115581953932;59.11316214917407
381;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;443.5655341148377;0.0279884338378906;96.21637538120984;57.897592636258445
382;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;613.9033706188202;0.0403604507446289;96.71624665737318;55.41029571744798
383;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;1287.0545589923859;0.03143048286437988;117.06107872487286;60.583079287187594
